location,bedrooms,bathrooms,price,site
Kilimani,1,1,45000,Property24
Lavington,3,4,120000,Property24
Riverside,3,4,140000,Property24
Westlands,2,2,160000,Property24
Lavington,3,3,120000,Property24
Westlands,3,3,260000,Property24
Kilimani,3,3,110000,Property24
Lavington,4,5,70000,Property24
Kilimani,3,4,80000,Property24
Kilimani,3,3,75000,Property24
Ngong Rd,1,1,35000,Property24
Kileleshwa,3,3,80000,Property24
Westlands,2,2,75000,Property24
Westlands,3,3,150000,Property24
Kilimani,3,4,100000,Property24
Westlands,3,3,160000,Property24
Kilimani,2,2,220000,Property24
Westlands,2,2,160000,Property24
Riverside,2,2,65000,Property24
Kilimani,3,3,80000,Property24
Westlands,2,2,160000,Property24
Westlands,3,3,130000,Property24
Kilimani,2,2,250000,Property24
Lavington,1,1,130000,Property24
Riverside,4,5,100000,Property24
Riverside,4,3,105000,Property24
Riverside,3,3,110000,Property24
Westlands,2,2,95000,Property24
Rosslyn,3,3,300000,Property24
Parklands,2,2,150000,Property24
Kileleshwa,3,2,65000,Property24
Lavington,3,3,100000,Property24
Kilimani,2,2,75000,Property24
Westlands,3,3,140000,Property24
Lavington,2,2,70000,Property24
Westlands,3,3,140000,Property24
Westlands,3,4,250000,Property24
Lavington,3,3,85000,Property24
Kilimani,2,2,65000,Property24
Riverside,4,3,140000,Property24
Westlands,2,2,90000,Property24
Westlands,3,4,250000,Property24
Riverside,3,3,85000,Property24
Kileleshwa,3,1,75000,Property24
Westlands,2,3,100000,Property24
Westlands,3,2,60000,Property24
Westlands,3,3,120000,Property24
Westlands,2,2,275000,Property24
Lavington,3,3,90000,Property24
Hurlingham,3,4,80000,Property24
Westlands,2,2,160000,Property24
Westlands,2,2,90000,Property24
Ngong Rd,1,1,45000,Property24
Westlands,4,4,220000,Property24
Westlands,2,2,280000,Property24
Valley Arcade,2,2,65000,Property24
Riverside,3,3,95000,Property24
Ngong Rd,2,1,45000,Property24
Lavington,2,3,65000,Property24
Upper Hill,1,1,140000,Property24
Westlands,4,5,150000,Property24
Westlands,2,2,200000,Property24
Westlands,2,2,60000,Property24
Lavington,3,3,95000,Property24
Westlands,4,5,4000,Property24
Riverside,3,3,170000,Property24
Kilimani,2,2,70000,Property24
Kileleshwa,4,5,180000,Property24
Kilimani,3,2,65000,Property24
Lavington,1,2,120000,Property24
Kilimani,4,5,120000,Property24
Syokimau,2,2,28000,Property24
Lavington,4,5,140000,Property24
Kilimani,5,5,165000,Property24
Kilimani,4,5,115000,Property24
Westlands,2,2,130000,Property24
Westlands,3,3,140000,Property24
Westlands,1,1,150000,Property24
Westlands,4,4,350000,Property24
Riverside,3,3,110000,Property24
Kileleshwa,3,3,150000,Property24
Riverside,3,3,170000,Property24
Kileleshwa,2,2,120000,Property24
Westlands,3,3,250000,Property24
Kileleshwa,2,2,160000,Property24
Kilimani,2,2,60000,Property24
Kilimani,2,2,120000,Property24
Kileleshwa,4,5,150000,Property24
Rosslyn,2,2,175000,Property24
Riverside,4,3,100000,Property24
Lavington,3,2,70000,Property24
Westlands,3,3,150000,Property24
Lavington,3,3,110000,Property24
South C,2,1,35000,Property24
Lavington,3,4,120000,Property24
Riverside,3,4,350000,Property24
Thigiri,3,3,180000,Property24
Lavington,4,5,150000,Property24
Kileleshwa,4,4,130000,Property24
Kilimani,3,3,80000,Property24
Westlands,4,4,100000,Property24
Westlands,2,1,65000,Property24
Riverside,3,4,250000,Property24
Kilimani,3,3,90000,Property24
Lavington,3,3,95000,Property24
Westlands,4,4,120000,Property24
Westlands,1,1,150000,Property24
Westlands,2,2,230000,Property24
Kilimani,3,3,130000,Property24
Kilimani,2,3,80000,Property24
Lavington,2,2,180000,Property24
Kilimani,2,3,85000,Property24
Kilimani,2,2,75000,Property24
Langata,1,1,30000,Property24
Westlands,2,2,100000,Property24
Westlands,3,3,120000,Property24
Kileleshwa,3,3,110000,Property24
Kilimani,3,3,65000,Property24
Kilimani,3,3,75000,Property24
Kilimani,2,2,70000,Property24
Kilimani,3,3,75000,Property24
Kileleshwa,1,2,55000,Property24
Kilimani,2,2,150000,Property24
Lavington,4,4,230000,Property24
Lavington,3,4,120000,Property24
Kileleshwa,3,2,75000,Property24
Lavington,4,4,80000,Property24
Westlands,3,2,90000,Property24
Westlands,4,4,155000,Property24
Westlands,4,4,200000,Property24
Lavington,4,4,100000,Property24
Parklands,3,2,130000,Property24
Westlands,2,3,160000,Property24
Lavington,3,3,75000,Property24
Lavington,2,3,70000,Property24
Kilimani,3,3,80000,Property24
Lavington,3,3,110000,Property24
Kileleshwa,3,4,150000,Property24
Westlands,3,3,100000,Property24
Kilimani,3,3,90000,Property24
Muthaiga,3,3,200000,Property24
Kilimani,3,3,110000,Property24
Lavington,3,3,80000,Property24
Westlands,2,2,260000,Property24
Ngara,3,2,60000,Property24
Lavington,3,3,80000,Property24
Lavington,3,3,150000,Property24
Westlands,2,2,70000,Property24
Kileleshwa,3,4,80000,Property24
Kileleshwa,3,3,100000,Property24
Lavington,771,5,150000,Property24
Riruta,2,2,50000,Property24
Kileleshwa,6,7,160000,Property24
Westlands,2,2,150000,Property24
Riverside,4,5,370000,Property24
Kilimani,2,2,65000,Property24
Westlands,3,3,150000,Property24
Westlands,3,3,190000,Property24
Mountain View,5,5,150000,Property24
Riverside,1,1,100000,Property24
Kilimani,2,2,100000,Property24
Kileleshwa,2,2,75000,Property24
Lavington,3,4,100000,Property24
Kilimani,3,3,130000,Property24
Muthaiga,3,3,200000,Property24
Kileleshwa,3,3,65000,Property24
Kileleshwa,3,3,164000,Property24
Kilimani,4,5,115000,Property24
Kileleshwa,2,3,55000,Property24
Westlands,3,2,80000,Property24
Riverside,3,4,151000,Property24
Kileleshwa,6,7,160000,Property24
Lavington,2,2,180000,Property24
Kilimani,2,2,80000,Property24
Westlands,2,2,150000,Property24
Mombasa Rd,3,4,30000,Property24
Kilimani,4,4,480000,Property24
Kilimani,2,2,70000,Property24
Dagoretti,2,2,55000,Property24
Lavington,4,6,35000000,Property24
Kilimani,2,2,65000,Property24
Riverside,3,3,140000,Property24
Kileleshwa,3,3,100000,Property24
Kilimani,4,3,75000,Property24
Ngong Rd,1,1,28000,Property24
Lavington,3,3,75000,Property24
Westlands,2,2,90000,Property24
Kileleshwa,2,2,75000,Property24
Kileleshwa,2,2,80000,Property24
Kileleshwa,2,2,120000,Property24
Ngong Rd,1,1,33000,Property24
Kilimani,3,1,4500000,Property24
Lavington,1,1,130000,Property24
Westlands,2,2,70000,Property24
Westlands,3,3,190000,Property24
Westlands,3,2,85000,Property24
Westlands,3,2,100000,Property24
Westlands,2,2,150000,Property24
Westlands,2,3,90000,Property24
Kilimani,3,2,60000,Property24
Langata,2,2,30000,Property24
Lavington,4,4,270000,Property24
Mountain View,2,2,45000,Property24
Lavington,1,1,65000,Property24
Lavington,3,3,80000,Property24
Kilimani,3,4,110000,Property24
Westlands,3,3,150000,Property24
Lavington,1,1,130000,Property24
Lavington,3,3,140000,Property24
Ngong Rd,2,1,55000,Property24
Kilimani,2,1,65000,Property24
Langata,2,2,40000,Property24
Kilimani,2,2,87000,Property24
Westlands,4,3,115000,Property24
Madaraka,3,2,55000,Property24
Westlands,4,3,28000000,Property24
Lavington,3,4,120000,Property24
Kilimani,3,3,80000,Property24
Kilimani,3,3,100000,Property24
Westlands,4,5,180000,Property24
Westlands,2,2,160000,Property24
Westlands,1,1,110000,Property24
Kilimani,3,4,240000,Property24
Westlands,3,3,125000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,3,3,80000,Property24
Westlands,2,2,70000,Property24
Riverside,3,1,300000,Property24
Lavington,3,3,85000,Property24
Kilimani,2,2,70000,Property24
Lavington,1,1,130000,Property24
Kileleshwa,2,1,60000,Property24
Garden Estate,3,3,240000,Property24
Riverside,3,3,300000,Property24
Westlands,4,4,165000,Property24
Lavington,2,2,65000,Property24
Lavington,3,3,140000,Property24
Westlands,3,3,155000,Property24
Westlands,3,3,180000,Property24
Westlands,3,3,140000,Property24
Westlands,4,4,250000,Property24
Lavington,3,4,110000,Property24
Karen,1,1,35000,Property24
Lavington,3,2,120000,Property24
Kileleshwa,2,2,70000,Property24
Kitisuru,3,2,100000,Property24
Langata,3,1,85000,Property24
Kilimani,3,3,80000,Property24
Ngong Rd,2,1,28000,Property24
Ruaka,2,2,40000,Property24
Kilimani,3,3,85000,Property24
Kileleshwa,1,1,50000,Property24
Parklands,4,4,140000,Property24
Kilimani,3,2,80000,Property24
Ruaka,2,2,35000,Property24
Westlands,2,2,175000,Property24
Lavington,4,4,100000,Property24
Westlands,3,3,300000,Property24
Karen,3,3,120000,Property24
Kileleshwa,4,3,80000,Property24
Lavington,3,3,60000,Property24
Lavington,2,2,80000,Property24
Kileleshwa,4,5,25500000,Property24
Spring Valley,4,4,600000,Property24
Langata,2,1,45000,Property24
Westlands,4,4,290000,Property24
Kileleshwa,2,2,200000,Property24
Parklands,2,2,150000,Property24
Westlands,3,3,250000,Property24
Westlands,2,2,120000,Property24
Kileleshwa,4,5,280000,Property24
Westlands,2,2,250000,Property24
Spring Valley,2,2,90000,Property24
Muthaiga,3,4,130000,Property24
Lavington,3,2,95000,Property24
Lavington,2,2,60000,Property24
Riverside,4,4,110000,Property24
Westlands,3,3,90000,Property24
Ngong Rd,2,1,29500,Property24
Westlands,3,2,100000,Property24
Kilimani,3,3,65000,Property24
Westlands,1,1,40000,Property24
Lavington,4,4,240000,Property24
Westlands,2,2,150000,Property24
Kileleshwa,2,3,80000,Property24
Karen,5,5,350000,Property24
Lavington,2,2,180000,Property24
Lavington,3,2,85000,Property24
Lavington,2,2,75000,Property24
Lavington,3,4,85000,Property24
Gigiri,2,2,1300,Property24
Kawangware,3,2,24000,Property24
Spring Valley,3,3,200000,Property24
Riverside,4,3,130000,Property24
Kilimani,3,4,300000,Property24
Riverside,3,3,135000,Property24
Kileleshwa,3,2,85000,Property24
Kilimani,3,3,85000,Property24
Westlands,2,2,150000,Property24
Parklands,3,3,150000,Property24
Westlands,2,2,70000,Property24
Riverside,3,3,130000,Property24
Parklands,4,4,140000,Property24
Kileleshwa,3,2,75000,Property24
Westlands,2,2,180000,Property24
Lavington,3,3,110000,Property24
Kilimani,3,3,75000,Property24
Westlands,3,3,170000,Property24
Parklands,3,3,120000,Property24
Langata,3,2,65000,Property24
Kilimani,3,3,110000,Property24
Ngong Rd,1,2,45000,Property24
Loresho,3,4,60000,Property24
Westlands,2,3,70000,Property24
Lavington,4,3,150000,Property24
Kileleshwa,4,4,140000,Property24
Westlands,3,3,300000,Property24
Kilimani,3,3,75000,Property24
Kileleshwa,2,1,150000,Property24
Kilimani,3,3,80000,Property24
Kilimani,3,3,100000,Property24
Riverside,2,2,110000,Property24
Parklands,1,1,40000,Property24
Westlands,4,5,170000,Property24
Westlands,2,2,90000,Property24
Lavington,4,5,150000,Property24
Lavington,3,3,80000,Property24
Hurlingham,3,4,80000,Property24
Ngong Rd,2,1,55000,Property24
Westlands,2,2,70000,Property24
Westlands,4,4,200000,Property24
Westlands,2,2,100000,Property24
Westlands,3,2,77000,Property24
Riverside,4,3,110000,Property24
Kileleshwa,3,3,110000,Property24
Kileleshwa,3,3,190000,Property24
Lavington,3,4,250000,Property24
Kilimani,2,2,95000,Property24
Kilimani,3,4,150000,Property24
Langata,3,3,60000,Property24
Spring Valley,3,4,170000,Property24
Westlands,2,2,180000,Property24
Kitisuru,3,2,100000,Property24
Kileleshwa,1,1,95000,Property24
Riverside,3,4,200000,Property24
Lavington,3,4,120000,Property24
Kileleshwa,3,3,110000,Property24
Kilimani,3,3,110000,Property24
Westlands,3,3,120000,Property24
Riverside,2,2,280000,Property24
Riverside,3,4,190000,Property24
Riverside,3,3,130000,Property24
South B,2,1,46000,Property24
Kileleshwa,3,4,100000,Property24
Kileleshwa,3,3,110000,Property24
Kilimani,4,4,150000,Property24
Lavington,3,1,75000,Property24
Kileleshwa,3,3,110000,Property24
Kitisuru,2,2,80000,Property24
Lavington,3,3,120000,Property24
Spring Valley,2,2,190000,Property24
Kilimani,3,3,100000,Property24
Lavington,3,2,85000,Property24
Kilimani,2,2,85000,Property24
Westlands,4,4,330000,Property24
Kilimani,3,3,80000,Property24
Westlands,3,3,140000,Property24
Lavington,3,3,120000,Property24
Riverside,3,3,330000,Property24
Kilimani,3,2,85000,Property24
Westlands,1,1,65000,Property24
Spring Valley,3,3,250000,Property24
Ngong Rd,2,1,26500,Property24
Ngong Rd,2,1,38000,Property24
Kilimani,3,3,120000,Property24
Ngong Rd,3,3,55000,Property24
Ruaka,2,2,40000,Property24
Kileleshwa,2,2,70000,Property24
Kileleshwa,3,3,110000,Property24
Kilimani,3,3,130009,Property24
Kileleshwa,3,3,85000,Property24
Lavington,3,3,70000,Property24
Kileleshwa,3,3,200000,Property24
Lavington,2,2,80000,Property24
Ruaka,2,2,45000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,1,1,100000,Property24
Westlands,1,2,80000,Property24
Ngong Rd,2,1,45000,Property24
Kileleshwa,3,3,140000,Property24
Westlands,4,5,450000,Property24
Westlands,2,2,180000,Property24
Riverside,3,3,90000,Property24
Lavington,3,4,320000,Property24
Kilimani,1,1,170000,Property24
Westlands,1,1,110000,Property24
Karen,3,3,80000,Property24
Kilimani,3,3,150000,Property24
Lavington,3,3,80000,Property24
Lavington,2,2,90000,Property24
Kileleshwa,3,3,125000,Property24
Lavington,2,1,150000,Property24
Parklands,3,3,24000000,Property24
Lavington,2,2,55000,Property24
Westlands,2,2,130000,Property24
Kilimani,3,4,130000,Property24
Lavington,3,2,104000,Property24
Riverside,3,3,120000,Property24
Kabete,3,3,80000000,Property24
Kilimani,3,3,85000,Property24
Kitisuru,3,2,80000,Property24
Kilimani,3,3,90000,Property24
Westlands,3,3,125000,Property24
Kilimani,2,2,65000,Property24
Kileleshwa,2,1,50000,Property24
Riverside,3,3,200000,Property24
Kilimani,3,2,100000,Property24
Parklands,3,4,220000,Property24
Kilimani,3,2,70000,Property24
Riverside,2,2,75000,Property24
Kileleshwa,3,3,90000,Property24
Lavington,2,2,70000,Property24
Westlands,3,3,175000,Property24
Ruaka,2,2,35000,Property24
Westlands,3,3,200000,Property24
Spring Valley,3,3,350000,Property24
Riverside,3,3,180000,Property24
Syokimau,2,1,25000,Property24
Kilimani,2,2,70000,Property24
Westlands,4,4,190000,Property24
Westlands,2,2,70000,Property24
Westlands,1,1,75000,Property24
Westlands,2,3,250000,Property24
Kilimani,2,2,280000,Property24
Lavington,4,3,87000,Property24
Kilimani,2,2,250000,Property24
Ngong Rd,2,1,43000,Property24
Ngong Rd,2,1,50000,Property24
Westlands,3,3,100000,Property24
Lavington,2,2,60000,Property24
Lavington,3,3,95000,Property24
Kilimani,3,3,65000,Property24
Lavington,3,4,130000,Property24
Westlands,3,1,300000,Property24
Loresho,2,2,65000,Property24
Kilimani,2,2,75000,Property24
Kileleshwa,3,3,150000,Property24
Lower Kabete,4,4,160000,Property24
Lavington,2,3,140000,Property24
Kileleshwa,2,2,170000,Property24
Kileleshwa,3,3,85000,Property24
Spring Valley,3,4,2250,Property24
Westlands,3,3,120000,Property24
Ruaka,1,1,18000,Property24
Kileleshwa,3,3,75000,Property24
Kileleshwa,2,2,75000,Property24
Spring Valley,4,4,250000,Property24
Riverside,2,2,250000,Property24
Kileleshwa,2,2,180000,Property24
Kilimani,3,3,85000,Property24
Kilimani,1,2,130000,Property24
Westlands,1,1,75000,Property24
Kilimani,3,2,110000,Property24
Kileleshwa,3,4,150000,Property24
Kileleshwa,3,3,90000,Property24
Lavington,2,2,100000,Property24
Parklands,3,2,75000,Property24
Kilimani,3,3,250000,Property24
Kileleshwa,2,2,218000,Property24
Kilimani,3,4,75000,Property24
Kilimani,3,4,120000,Property24
Lavington,3,3,130000,Property24
Lavington,3,3,85000,Property24
Westlands,2,2,170000,Property24
Kilimani,3,3,250000,Property24
Kilimani,3,2,75000,Property24
Loresho,3,3,65000,Property24
Lavington,3,3,120000,Property24
Lavington,3,2,60000,Property24
Kileleshwa,3,4,13500000,Property24
Lavington,3,3,95000,Property24
Kilimani,2,2,70000,Property24
Parklands,3,3,170000,Property24
Langata,3,2,50000,Property24
Westlands,2,2,250000,Property24
Riverside,3,3,230000,Property24
Kileleshwa,2,2,65000,Property24
Kileleshwa,2,2,100000,Property24
Kilimani,3,4,225000,Property24
Kilimani,3,4,300000,Property24
Kileleshwa,3,4,130000,Property24
Kileleshwa,3,2,85000,Property24
Kilimani,1,1,70000,Property24
South C,1,1,31000,Property24
Kilimani,2,2,75000,Property24
Kilimani,3,3,12500000,Property24
Westlands,2,2,90000,Property24
Kileleshwa,3,4,150000,Property24
Lavington,4,4,130000,Property24
Westlands,3,3,190000,Property24
Riverside,3,3,150000,Property24
Lavington,3,3,70000,Property24
Kilimani,2,2,90000,Property24
Kileleshwa,3,1,85000,Property24
Lavington,4,4,220000,Property24
Riverside,3,2,100000,Property24
Kileleshwa,2,2,65000,Property24
Kileleshwa,3,4,100000,Property24
Kilimani,2,2,90000,Property24
Kilimani,4,3,90000,Property24
Kileleshwa,2,2,75000,Property24
Lavington,2,2,100000,Property24
Lavington,3,3,100000,Property24
Kilimani,3,3,110000,Property24
Kilimani,2,2,80000,Property24
Riverside,2,3,250000,Property24
Lavington,4,4,230000,Property24
Kilimani,2,2,75000,Property24
Ruaka,3,2,65000,Property24
Kileleshwa,3,4,130000,Property24
Westlands,2,3,130000,Property24
Lavington,3,2,55000,Property24
Westlands,3,3,150000,Property24
Kitisuru,1,1,23000,Property24
Kileleshwa,5,5,150000,Property24
Syokimau,3,1,15000,Property24
Ngong Rd,1,1,32000,Property24
Kilimani,2,2,70000,Property24
Spring Valley,3,4,280000,Property24
Kilimani,2,2,70000,Property24
Kileleshwa,3,4,90000,Property24
Lavington,2,2,220000,Property24
Upper Hill,1,1,140000,Property24
Kileleshwa,2,2,65000,Property24
Kilimani,4,5,140000,Property24
Kilimani,3,2,90000,Property24
Langata,1,1,22000,Property24
Langata,1,1,22000,Property24
Kilimani,2,2,90000,Property24
Ngong Rd,2,1,30000,Property24
Westlands,4,5,160000,Property24
Lavington,3,2,250000,Property24
Kileleshwa,4,4,150000,Property24
Lavington,3,2,95000,Property24
Kilimani,3,3,100000,Property24
Kilimani,2,2,55000,Property24
Kilimani,2,2,75000,Property24
Spring Valley,4,4,160000,Property24
Westlands,1,1,65000,Property24
Westlands,2,2,100000,Property24
Westlands,3,2,85000,Property24
Kilimani,1,1,5500,Property24
Westlands,3,3,130000,Property24
Nairobi West,3,2,68000,Property24
Lavington,3,3,100000,Property24
Kileleshwa,2,2,68000,Property24
Kilimani,1,1,85000,Property24
Kilimani,3,3,130000,Property24
Kilimani,2,3,85000,Property24
Kileleshwa,2,2,47000,Property24
Westlands,1,1,90000,Property24
Westlands,2,2,135000,Property24
Karen,5,5,700000,Property24
Lavington,4,4,85000,Property24
Kileleshwa,2,2,115000,Property24
Lavington,3,3,110000,Property24
Ngong Rd,1,1,25000,Property24
Lavington,3,3,100000,Property24
Kilimani,2,3,200000,Property24
Syokimau,3,2,40000,Property24
Kilimani,3,3,130000,Property24
Kileleshwa,2,2,55000,Property24
Westlands,2,2,140000,Property24
Kileleshwa,4,4,160000,Property24
Thigiri,2,2,90000,Property24
Kilimani,3,4,140000,Property24
Hurlingham,2,2,60000,Property24
South C,2,1,32000,Property24
Westlands,1,2,110000,Property24
Kileleshwa,2,2,70000,Property24
Langata,1,1,20000,Property24
Kitisuru,1,1,23000,Property24
Lavington,3,3,120000,Property24
Kilimani,4,4,250000,Property24
Westlands,3,4,400000,Property24
Westlands,3,4,170000,Property24
Kileleshwa,3,3,200000,Property24
Lavington,3,3,65000000,Property24
Kileleshwa,3,2,120000,Property24
Kilimani,3,2,90000,Property24
Westlands,3,4,185000,Property24
Westlands,3,3,130000,Property24
Ngong Rd,2,2,55000,Property24
Westlands,2,2,120000,Property24
Westlands,2,2,100000,Property24
Westlands,2,3,120000,Property24
Kilimani,3,3,80000,Property24
Westlands,3,3,350000,Property24
Lavington,3,2,90000,Property24
Westlands,3,3,230000,Property24
Kileleshwa,3,3,100000,Property24
Westlands,3,3,85000,Property24
Lavington,3,3,160000,Property24
Westlands,3,3,150000,Property24
Westlands,3,3,170000,Property24
Syokimau,2,2,36000,Property24
Lavington,3,3,130000,Property24
Westlands,3,3,170000,Property24
Westlands,3,3,135000,Property24
