bathrooms,bedrooms,external_features,internal_features,location,nearby,price,title
2,2,"Balcony,BBQ,Electric Fence,CCTV,Garden,Gym,Parking","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included","Runda, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",180000,Serviced 2 Bed Apartment with En Suite in Runda
3,2,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Aircon,Serviced,Service Charge Included,Backup Generator,En Suite,Fibre Internet,Furnished","westlands, Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",220000,Serviced 2 Bed Apartment with En Suite at Westlands
3,3,"Balcony,CCTV,Electric Fence,Garden,Gym,Parking","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",280000,Furnished 3 Bed Apartment with En Suite in Westlands Area
4,3,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet","peponi road, Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",350000,3 Bed Apartment with En Suite at Peponi Road
3,2,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet","kileleshwa, Kileleshwa","Bus Stop,Shopping Centre,Hospital,Scenic View,School",110000,2 Bed Apartment with En Suite at Kileleshwa
3,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included","Dubai Style Apartments, Kileleshwa","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",185000,3 Bed Apartment with En Suite at Dubai Style Apartments
2,3,"Balcony,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Parking,Lift/Elevator","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet","Near Kasuku Center, Kileleshwa","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",105000,3 Bed Apartment with En Suite at Near Kasuku Center
4,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet,Aircon","Riverside, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",350000,Serviced 3 Bed Apartment with En Suite in Riverside
2,2,"Balcony,CCTV,Electric Fence,Gym,Parking,Lift/Elevator","Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Westlands Area, Westlands",,95000,2 Bed Apartment with En Suite in Westlands Area
2,2,"Gym,Garden,Electric Fence,Wheelchair Access,Swimming Pool,CCTV,Balcony,Lift/Elevator,Parking","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Riverside, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",250000,Furnished 2 Bed Apartment with En Suite in Riverside
2,2,"Balcony,Lift/Elevator,Parking,Swimming Pool,Gym","Backup Generator,En Suite,Furnished,Walk In Closet","Riverside, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,School,Scenic View",200000,Furnished 2 Bed Apartment with En Suite in Riverside
3,2,"Kids Play Area,Swimming Pool,Wheelchair Access,Gym,Garden,Borehole,Electric Fence,Parking,Balcony,CCTV,Lift/Elevator,Pet Friendly","Walk In Closet,En Suite,Fibre Internet,Furnished,Backup Generator,Serviced,Alarm,Service Charge Included","westlands, Westlands Area, Westlands","Shopping Centre,Hospital,Scenic View,School,Bus Stop",150000,Serviced 2 Bed Apartment with En Suite at Westlands
1,1,"Balcony,Lift/Elevator,Parking,Wheelchair Access,CCTV,Electric Fence,Gym","Service Charge Included,Backup Generator,En Suite,Fibre Internet,Furnished,Alarm","Gatundu Close, Kileleshwa","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",110000,Furnished 1 Bed Apartment with En Suite at Gatundu Close
4,4,"Balcony,CCTV,Electric Fence,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included",Kilimani,"Bus Stop,Golf Course,Hospital,Scenic View,School",250000,4 Bed Apartment with En Suite in Kilimani
4,4,"Balcony,CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,En Suite,Fibre Internet,Walk In Closet",Kilimani,"Bus Stop,Hospital,School,Shopping Centre",260000,4 Bed Apartment with En Suite in Kilimani
1,1,"Gym,Wheelchair Access,Electric Fence,CCTV,Swimming Pool,Parking,BBQ,Balcony,Lift/Elevator","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Riverside drive, Riverside, Westlands","Shopping Centre,Bus Stop,Golf Course,Scenic View,Hospital,School",160000,Furnished 1 Bed Apartment with En Suite at Riverside Drive
3,3,"Balcony,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Kids Play Area,Pet Friendly","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Riverside, Westlands",,250000,3 Bed Apartment with En Suite in Riverside
1,1,"Balcony,CCTV,Electric Fence,Gym,Lift/Elevator,Parking","Backup Generator,Fibre Internet,Furnished,Serviced,Service Charge Included","Gitanga road, Kilimani","Hospital,Scenic View,Shopping Centre",150000,Serviced 1 Bed Apartment with Gym at Gitanga Road
2,2,"Balcony,Lift/Elevator,Parking,BBQ,Wheelchair Access,CCTV,Garden,Electric Fence,Gym","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Walk In Closet",Kilimani,"Bus Stop,Golf Course,Shopping Centre,Hospital,Scenic View,School",110000,Serviced 2 Bed Apartment with En Suite in Kilimani
2,1,"Balcony,Lift/Elevator,BBQ,Parking,Swimming Pool,CCTV,Wheelchair Access,Electric Fence,Garden,Gym","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Argwings Kodhek, Kilimani","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",140000,Serviced 1 Bed Apartment with En Suite at Argwings Kodhek
4,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Riara road, Kilimani","Bus Stop,Hospital,Scenic View,School,Shopping Centre",180000,Serviced 3 Bed Apartment with En Suite at Riara Road
2,1,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Yaya Center, Kilimani","Bus Stop,Shopping Centre,Hospital,Scenic View,School",160000,Serviced 1 Bed Apartment with En Suite at Yaya Center
4,3,"Balcony,Lift/Elevator,Parking,Wheelchair Access,Electric Fence,Garden,Gym,CCTV,Swimming Pool","Service Charge Included,Alarm,Backup Generator,En Suite,Fibre Internet","kilimani, Kilimani","Bus Stop,Shopping Centre,Hospital,Scenic View,School",130000,3 Bed Apartment with En Suite at Kilimani
3,3,"Gym,Garden,Electric Fence,CCTV,BBQ,Parking,Lift/Elevator,Balcony,Wheelchair Access","En Suite,Backup Generator,Alarm,Serviced,Service Charge Included,Walk In Closet,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",190000,Serviced 3 Bed Apartment with En Suite in Westlands Area
3,3,"Garden,Electric Fence,Wheelchair Access,Swimming Pool,CCTV,BBQ,Parking,Lift/Elevator,Balcony,Staff Quarters,Gated Community,Gym,Kids Play Area,Pet Friendly,Borehole","Alarm,Serviced,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished",Lavington,"Bus Stop,Golf Course,Shopping Centre,Hospital,Scenic View,School,Sea View",150000,Serviced 3 Bed Apartment with En Suite in Lavington
3,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,Alarm,Fibre Internet,En Suite,Furnished,Walk In Closet,Service Charge Included,Serviced",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",180000,Serviced 2 Bed Apartment with En Suite in Kileleshwa
3,3,"CCTV,Electric Fence,Parking,BBQ,Balcony,Lift/Elevator","En Suite,Fibre Internet,Walk In Closet,Backup Generator,Service Charge Included","kiambu road, 01, Kiambu Road","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",60000,3 Bed Apartment with En Suite at Kiambu Road
4,4,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Aircon,Serviced,Service Charge Included,Walk In Closet,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished",Kileleshwa,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",380000,Serviced 4 Bed Apartment with En Suite in Kileleshwa
4,4,"Balcony,CCTV,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area,Pet Friendly","Alarm,Backup Generator,Aircon,En Suite,Service Charge Included,Walk In Closet",Lavington,"Hospital,Scenic View,School,Shopping Centre",245000,4 Bed Apartment with En Suite in Lavington
2,1,"Balcony,BBQ,Electric Fence,CCTV,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Kangundo Road, Kileleshwa","Bus Stop,Shopping Centre,Hospital,School",140000,Serviced 1 Bed Apartment with En Suite at Kangundo Road
3,3,"Balcony,Parking,Pet Friendly,Kids Play Area,Garden","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet",Ngong,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",60000,3 Bed Apartment with En Suite at Ngong
3,3,"Balcony,CCTV,Parking,Lift/Elevator","Fibre Internet,En Suite,Furnished,Alarm","Roseville, Kilimani","Hospital,Scenic View,School,Shopping Centre,Bus Stop,Golf Course",230000,Furnished 3 Bed Apartment with En Suite at Roseville
1,1,"Balcony,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Kids Play Area,Pet Friendly","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet","Riverside Drive, Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",150000,Furnished 1 Bed Apartment with En Suite at Riverside Drive
2,2,"CCTV,Electric Fence,BBQ,Balcony,Lift/Elevator,Parking,Gym,Garden,Swimming Pool","En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Kitisuru, 01, Westlands","Golf Course,Bus Stop,Shopping Centre,Hospital,Scenic View,School",75000,2 Bed Apartment with En Suite at Kitisuru
2,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Parking","Alarm,Backup Generator,En Suite,Fibre Internet,Serviced,Service Charge Included,Walk In Closet","Westlands, Peponi Road, Spring Valley","Bus Stop,Golf Course,Shopping Centre,Hospital,Scenic View,School",300000,Serviced 3 Bed Apartment with En Suite at Westlands
2,2,"Balcony,CCTV,Electric Fence,Garden,Swimming Pool,Parking","Fibre Internet,En Suite,Walk In Closet,Backup Generator,Service Charge Included","Thigiri, Westlands","School,Scenic View,Hospital,Bus Stop,Shopping Centre",150000,2 Bed Apartment with En Suite at Thigiri
3,2,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Aircon,Serviced,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Riverside, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",250000,Serviced 2 Bed Apartment with En Suite at Riverside
1,1,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Fibre Internet,Serviced,Service Charge Included","Oloitoktok road, Kileleshwa","Bus Stop,Hospital,Scenic View,School,Shopping Centre",65000,Serviced 1 Bed Apartment with En Suite at Oloitoktok Road
3,3,"Balcony,CCTV,Electric Fence,Wheelchair Access,Parking,Lift/Elevator,Swimming Pool,Gym","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included",Kilimani,"Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",150000,3 Bed Apartment with En Suite in Kilimani
3,3,"Balcony,Lift/Elevator,Parking,BBQ,Swimming Pool,Electric Fence,Wheelchair Access,CCTV,Gym,Garden,Borehole,Kids Play Area,Gated Community","Backup Generator,Alarm,Aircon,Serviced,Service Charge Included,Walk In Closet,En Suite,Fibre Internet,Furnished","Riverside, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",300000,Serviced 3 Bed Apartment with En Suite in Riverside
3,3,"Gym,Garden,Electric Fence,Wheelchair Access,Swimming Pool,CCTV,BBQ,Parking,Lift/Elevator,Balcony","Alarm,Walk In Closet,Service Charge Included,Serviced,Backup Generator,En Suite,Fibre Internet",Kilimani,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",150000,Serviced 3 Bed Apartment with En Suite in Kilimani
3,3,"Balcony,Lift/Elevator,Parking,BBQ,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Furnished,Fibre Internet,En Suite,Backup Generator,Service Charge Included,Serviced,Walk In Closet","Riverside, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",350000,Serviced 3 Bed Apartment with En Suite in Riverside
2,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included","Gitanga road, Lavington","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",90000,2 Bed Apartment with En Suite at Gitanga Road
3,3,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Gym","Alarm,Backup Generator,En Suite,Fibre Internet",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,School",250000,3 Bed Apartment with En Suite in Kileleshwa
3,3,"Balcony,Lift/Elevator,Parking,CCTV,Electric Fence,Wheelchair Access","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Kilimani,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",220000,3 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,Parking,Lift/Elevator,Swimming Pool,CCTV,Gym","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished","Spring Valley, Westlands","Bus Stop,Shopping Centre,Hospital,School",200000,Furnished 2 Bed Apartment with En Suite in Spring Valley
3,3,"Garden,Gym,Electric Fence,Wheelchair Access,Swimming Pool,CCTV,Parking,BBQ,Lift/Elevator,Balcony,Borehole,Pet Friendly,Kids Play Area,Gated Community,Staff Quarters","Aircon,Service Charge Included,Serviced,Walk In Closet,Backup Generator,Alarm,En Suite,Fibre Internet,Furnished",Kilimani,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",250000,Serviced 3 Bed Apartment with En Suite in Kilimani
3,2,"Balcony,Lift/Elevator,Parking,CCTV,Electric Fence,Garden","Aircon,Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet","westlands, Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",90000,2 Bed Apartment with En Suite at Westlands
1,1,"Balcony,Electric Fence,Gym,Swimming Pool,Parking,Lift/Elevator,Wheelchair Access,CCTV","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Serviced,Walk In Closet","Near Yaya Center, Off Kindaruma Road, Kilimani","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",150000,Serviced 1 Bed Apartment with En Suite at Near Yaya Center
2,2,"Balcony,CCTV,BBQ,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included","Kangundo rd, 047, Kileleshwa","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",230000,Furnished 2 Bed Apartment with En Suite at Kangundo Rd
2,2,"Balcony,CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Serviced,Walk In Closet","Off Kindaruma road, Near Yaya Center Mall, Kilimani","Shopping Centre,Bus Stop,Golf Course,Hospital,Scenic View,School",180000,Serviced 2 Bed Apartment with En Suite at Off Kindaruma Road
2,2,"Balcony,CCTV,Electric Fence,Gym,Lift/Elevator,Parking","En Suite,Fibre Internet,Furnished,Service Charge Included","Valley arcade, 047, Lavington","Bus Stop,Hospital,Scenic View,School,Shopping Centre",175000,Furnished 2 Bed Apartment with En Suite at Valley Arcade
3,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Parking,Lift/Elevator","Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet",Kileleshwa,"Golf Course,Bus Stop,Hospital,Scenic View,School,Shopping Centre",260000,Furnished 3 Bed Apartment with En Suite in Kileleshwa
3,3,"Garden,Electric Fence,Wheelchair Access,Swimming Pool,BBQ,Parking,Balcony,Lift/Elevator","Fibre Internet,En Suite,Backup Generator,Walk In Closet,Service Charge Included,Alarm,Aircon","Riverside drive, Riverside, Westlands","Shopping Centre,Golf Course,Bus Stop,Scenic View,Hospital",250000,3 Bed Apartment with En Suite at Riverside Drive
3,3,"CCTV,Balcony,Electric Fence,Garden,Swimming Pool,Lift/Elevator",En Suite,Kileleshwa,"School,Hospital",150000,3 Bed Apartment with En Suite in Kileleshwa
2,2,,,Kiambu Road,,50000,2 Bed Apartment in Kiambu Road
2,2,"Gym,Garden,Electric Fence,Wheelchair Access,Swimming Pool,CCTV,Parking,Lift/Elevator,Balcony","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",165000,Furnished 2 Bed Apartment with En Suite in Westlands Area
3,3,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Gym","Fibre Internet,En Suite,Backup Generator,Alarm,Furnished",Kileleshwa,"Shopping Centre,Bus Stop,Hospital,School",250000,Furnished 3 Bed Apartment with En Suite in Kileleshwa
2,2,"Parking,BBQ,Balcony,Lift/Elevator,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Kileleshwa,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",80000,2 Bed Apartment with En Suite in Kileleshwa
4,4,"Balcony,BBQ,Parking,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden","Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet,Walk In Closet","Riverside, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",200000,4 Bed Apartment with En Suite in Riverside
